name,gender,known_for_department,original_name,popularity
Uhm Tae-woong,2,Acting,엄태웅,1.2836
Brenda Bakke,1,Acting,Brenda Bakke,1.2836
Zhang Huiwen,1,Acting,張慧雯,1.2834
Yûrei Yanagi,2,Acting,柳憂怜,1.2832
Jun Maeda,2,Writing,麻枝准,1.2831
Mitsuru Hirata,2,Acting,平田満,1.2831
Mio Sugiyama,1,Acting,杉山未央,1.2829
Brandon Flynn,2,Acting,Brandon Flynn,1.2829
Aly Michalka,1,Acting,Aly Michalka,1.2829
Nagisa Ōshima,2,Directing,大島渚,1.2829
Evergreen Mak Cheung-Ching,2,Acting,麥長青,1.2828
Hera Hilmar,1,Acting,Hera Hilmar,1.2828
Wang Taili,2,Acting,王太利,1.2828
Barbie Forteza,1,Acting,Barbie Forteza,1.2827
Peter Graves,2,Acting,Peter Graves,1.2827
Martin Clunes,2,Acting,Martin Clunes,1.2825
Steven Weber,2,Acting,Steven Weber,1.2825
Lee Eun-mi,1,Acting,이은미,1.2823
Manzo Shinra,2,Acting,森羅万象,1.2823
Stacey Farber,1,Acting,Stacey Farber,1.282
Bertan Asllani,2,Acting,Bertan Asllani,1.2819
Christopher Judge,2,Acting,Christopher Judge,1.2819
Gabee,1,Acting,가비,1.2818
Aina Aiba,1,Acting,相羽あいな,1.34
Yūsaku Matsuda,2,Acting,松田優作,1.3876
Vern Kaye,1,Acting,Vern Kaye,1.464
Levy Tran,1,Acting,Levy Tran,1.2998
Maimie McCoy,1,Acting,Maimie McCoy,1.2985
Zhang Yaqin,1,Acting,张雅钦,1.3995
Burt Young,2,Acting,Burt Young,1.3773
Na Moon-hee,1,Acting,나문희,1.5255
Oleg Yankovskiy,2,Acting,Олег Янковский,1.1682
Stephanie Szostak,1,Acting,Stephanie Szostak,1.2453
Angelina Lo,1,Acting,盧宛茵,1.5062
Le Rong-Rong,1,Acting,乐蓉蓉,1.2453
Lou Ferrigno Jr.,2,Acting,Lou Ferrigno Jr.,1.1901
Zhou Shen,2,Acting,周深,1.2563
Kenji Tanigaki,2,Crew,谷垣健治,1.397
Go Ara,1,Acting,고아라,1.2916
Clotilde Courau,1,Acting,Clotilde Courau,1.1787
Manu Bennett,2,Acting,Manu Bennett,1.3225
Dennis Farina,2,Acting,Dennis Farina,1.3649
Hirofumi Arai,2,Acting,新井浩文,1.2653
Kenji Tanigaki,2,Crew,谷垣健治,1.397
Go Ara,1,Acting,고아라,1.2916
Clotilde Courau,1,Acting,Clotilde Courau,1.1787
Manu Bennett,2,Acting,Manu Bennett,1.3225
Dennis Farina,2,Acting,Dennis Farina,1.3649
Hirofumi Arai,2,Acting,新井浩文,1.2653
Gakuryu Ishii,2,Directing,石井岳龍,1.3339
Lin Zehui,2,Acting,林泽辉,1.3991
Gehana Vasisth,1,Acting,गहना वशिष्ठ,1.2898
Christopher Cousins,2,Acting,Christopher Cousins,1.4142
Gabriel Iglesias,2,Acting,Gabriel Iglesias,1.1722
Seijun Suzuki,2,Directing,鈴木清順,1.1657
Kane Kosugi,2,Acting,ケイン・コスギ,1.2549
Ding Yongdai,2,Acting,丁勇岱,1.4222
Lee Seung-joon,2,Acting,이승준,1.4608
Brandy Norwood,1,Acting,Brandy Norwood,1.3395
Vincent Schiavelli,2,Acting,Vincent Schiavelli,1.2308
Hong Jin-kyung,1,Acting,홍진경,1.3075
Asao Uchida,2,Acting,内田朝雄,1.0677
Maria Bakalova,1,Acting,Мария Бакалова,1.4789
Guts Ishimatsu,2,Acting,ガッツ石松,1.1692
Tatsuya Ishihara,2,Directing,石原立也,1.211
Aimee Carrero,1,Acting,Aimee Carrero,1.4433
Lynn,1,Acting,Lynn,1.4917
Yusuke Santamaria,2,Acting,中山裕介,1.2616
Sayaka Tomaru,1,Acting,都丸紗也華,1.2739
Keisuke Watanabe,2,Acting,渡邊圭祐,1.3681
Jinhee Joung,1,Acting,Jinhee Joung,0.991
Robert Hays,2,Acting,Robert Hays,1.2159
Allen Su,2,Acting,苏醒,1.0457
Ou Hao,2,Acting,歐豪,1.33
Heo Nam-jun,2,Acting,허남준,1.4103
Jacob Fortune-Lloyd,2,Acting,Jacob Fortune-Lloyd,1.1334
Non,1,Acting,のん,1.1818
Wang Ziwen,1,Acting,王子文,1.5813
Shaun Dooley,2,Acting,Shaun Dooley,1.2546
Sergio Leone,2,Directing,Sergio Leone,1.5341
Rosanne Lui Shan,1,Acting,呂珊,1.2664
Helene Joy,1,Acting,Helene Joy,1.2694
Morgan Spector,2,Acting,Morgan Spector,1.3234
Cesar Romero,2,Acting,Cesar Romero,1.0977
Lau Kar-Wing,2,Acting,劉家榮,1.3746
Caroline Munro,1,Acting,Caroline Munro,1.1535
Harold Ramis,2,Directing,Harold Ramis,1.0865
Tōru Abe,2,Acting,安部徹,1.258
Kiki May,1,Acting,Kiki May,1.2297
Ellen Wroe,1,Acting,Ellen Wroe,0.9764
Douglas Hodge,2,Acting,Douglas Hodge,1.0389
Zackary Arthur,2,Acting,Zackary Arthur,1.2564
Kenji Kodama,2,Directing,こだま兼嗣,1.2652
Gore Verbinski,2,Directing,Gore Verbinski,1.0347
Henry Gibson,2,Acting,Henry Gibson,1.4158
Kento Nagayama,2,Acting,永山絢斗,1.3618
Kankuro Kudo,2,Writing,宮藤官九郎,1.2731
Kathy Burke,1,Acting,Kathy Burke,1.0615
Teddy Robin,2,Acting,泰迪羅賓,1.4698
Vanness Wu,2,Acting,吳建豪,1.1828
Katie Douglas,1,Acting,Katie Douglas,1.4971
Kwak Si-yang,2,Acting,곽시양,1.3524
Olivia de Havilland,1,Acting,Olivia de Havilland,1.2319
Sara Shida,1,Acting,志田彩良,1.2747
Seiji Fukushi,2,Acting,福士誠治,1.2747
Stefanie Hertel,1,Acting,Stefanie Hertel,1.2746
Anna Friel,1,Acting,Anna Friel,1.2746
Nick Smith,3,Acting,Nick Smith,1.2745
Satoshi Tsuruoka,2,Acting,鶴岡聡,1.2744
Charlotte Austin,1,Acting,ชาล็อต ออสติน,1.2743
Ralph Bellamy,2,Acting,Ralph Bellamy,1.2743
Vishnu Agasthya,2,Acting,Vishnu Agasthya,1.2741
Zhao Lixin,2,Acting,赵立新,1.2741
Callie Thorne,1,Acting,Callie Thorne,1.274
Sayaka Tomaru,1,Acting,都丸紗也華,1.2739
Ben Yuen Foo-Wah,2,Acting,袁富華,1.2739
Trieste Kelly Dunn,1,Acting,Trieste Kelly Dunn,1.2739
Tsuyoshi Muro,2,Acting,ムロツヨシ,1.2738
Hideki Sonoda,2,Writing,園田英樹,1.2737
Michael Moore,2,Directing,Michael Moore,1.2736
Charles Martin Smith,2,Acting,Charles Martin Smith,1.2736
Kim Jung-hyun,2,Acting,김정현,1.2735
Anna Kazyuchits,1,Acting,Анна Казючиц,1.2735
Leong Po-Chih,2,Directing,梁普智,1.2735
Yuuki Hirose,1,Acting,広瀬ゆうき,1.2734
Ophelia Lovibond,1,Acting,Ophelia Lovibond,1.2734
Ayumi Ishida,1,Acting,いしだあゆみ,1.2733
Kay Lenz,1,Acting,Kay Lenz,1.2733
Matilda Lawler,1,Acting,Matilda Lawler,1.2732
Kankuro Kudo,2,Writing,宮藤官九郎,1.2731
Sidney Poitier,2,Acting,Sidney Poitier,1.273
Sean Whalen,2,Acting,Sean Whalen,1.273
"Carlos ""El Mono"" Sanchez",2,Acting,"Carlos ""El Mono"" Sanchez",1.2729
Mina El Hammani,1,Acting,Mina El Hammani,1.2729
Yoji Enokido,2,Writing,榎戸洋司,1.2729
Richard Jordan,2,Acting,Richard Jordan,1.2727
Barry Shabaka Henley,2,Acting,Barry Shabaka Henley,1.2727
Kim In-kwon,2,Acting,김인권,1.2726
Myolie Wu Hang-Yee,1,Acting,胡杏兒,1.2725
Richard Curtis,2,Writing,Richard Curtis,1.2722
Chen Xiaoyun,1,Acting,陳小紜,1.272
Sharafudheen,2,Acting,Sharafudheen,1.272
Genki Kawamura,2,Directing,川村元気,1.2719
Konatsu Kato,1,Acting,加藤小夏,1.2718
Vasilina Yuskovets,1,Acting,Василина Юсковец,1.2718
Yukana,1,Acting,ゆかな,1.2718
Lee Soon-jae,2,Acting,이순재,1.2717
Masumi Harukawa,1,Acting,春川ますみ,1.2714
Rebecca Mader,1,Acting,Rebecca Mader,1.2714
Eri Yukimura,1,Acting,幸村恵理,1.2713
Hideo Nakano,2,Acting,中野英雄,1.2713
Michelle Hurd,1,Acting,Michelle Hurd,1.2712
Daniel Mays,2,Acting,Daniel Mays,1.2711
Carroll O'Connor,2,Acting,Carroll O'Connor,1.271
Hironobu Nomura,2,Acting,野村宏伸,1.2709
Françoise Arnoul,1,Acting,Françoise Arnoul,1.2707
Masatoshi Nakamura,2,Acting,中村雅俊,1.2706
Hitoshi Takagi,2,Acting,高木均,1.2706
Rory Cochrane,2,Acting,Rory Cochrane,1.2705
Akiva Goldsman,2,Writing,Akiva Goldsman,1.2704
Keum Sae-rok,1,Acting,금새록,1.2703
Norito Yashima,2,Acting,八嶋智人,1.2703
Catherine Tate,1,Acting,Catherine Tate,1.2702
Lauren Lee Smith,1,Acting,Lauren Lee Smith,1.2696
David Paymer,2,Acting,David Paymer,1.2696
Sadako Sawamura,1,Acting,沢村貞子,1.2694
Helene Joy,1,Acting,Helene Joy,1.2694
Yuriko Yamamoto,1,Acting,山本百合子,1.2694
Peter Scanavino,2,Acting,Peter Scanavino,1.2692
Jason Robards,2,Acting,Jason Robards,1.269
Shinji Takeda,2,Acting,武田真治,1.2688
Keigo Higashino,2,Writing,東野圭吾,1.2688
John Hawkes,2,Acting,John Hawkes,1.2688
Candy Clark,1,Acting,Candy Clark,1.2687
Taylor Schilling,1,Acting,Taylor Schilling,1.2685
Suniel Shetty,2,Acting,Suniel Shetty,1.2685
Angela White,1,Acting,Angela White,1.2683
Adrian Scarborough,2,Acting,Adrian Scarborough,1.2683
Takuya Negishi,2,Acting,根岸拓哉,1.2682
Sharif Atkins,2,Acting,Sharif Atkins,1.2682
Danny Aiello,2,Acting,Danny Aiello,1.2681
Lara Silva,1,Acting,Lara Silva,1.2678
Larisa Oleynik,1,Acting,Larisa Oleynik,1.2678
Cao Xiyue,1,Acting,曹曦月,1.4209
Clifton Ko Chi-Sum,2,Directing,高志森,1.1575
Ashlynn Yennie,1,Acting,Ashlynn Yennie,1.0316
Jung Yoo-jin,1,Acting,정유진,1.2852
Noboru Iguchi,2,Directing,井口昇,1.3044
Anthony Stewart Head,2,Acting,Anthony Stewart Head,1.1409
Taiki Matsuno,2,Acting,松野太紀,1.4594
Miloš Biković,2,Acting,Милош Биковић,1.0118
Yasuhiro Takemoto,2,Directing,武本康弘,1.1873
Keiko Kishi,1,Acting,岸恵子,1.1682
Carla Woodcock,1,Acting,Carla Woodcock,1.5041
Bao Fang,2,Acting,鮑方,1.1358
Hina Tachibana,1,Acting,立花日菜,1.2676
Ruben Santiago-Hudson,2,Acting,Ruben Santiago-Hudson,1.1033
Akira Kobayashi,2,Acting,小林旭,1.5083
Sergei Bezrukov,2,Acting,Сергей Безруков,1.0891
Donna Dixon,1,Acting,Donna Dixon,1.0914
Jim Beaver,2,Acting,Jim Beaver,1.6101
Vanessa Ray,1,Acting,Vanessa Ray,1.4563
Evgeny Tsyganov,2,Acting,Евгений Цыганов,1.3565
Marina Sirtis,1,Acting,Marina Sirtis,1.2667
Hiro Mizushima,2,Acting,水嶋ヒロ,1.2666
Yoon Park,2,Acting,윤박,1.2665
Rosanne Lui Shan,1,Acting,呂珊,1.2664
Kenji Akabane,2,Acting,赤羽根健治,1.2664
Murray Bartlett,2,Acting,Murray Bartlett,1.2663
Troy Evans,2,Acting,Troy Evans,1.2663
Min Tanaka,2,Acting,田中泯,1.2662
Retta,1,Acting,Retta,1.2662
Saori Goto,1,Acting,後藤沙緒里,1.2661
Kumiko Nishihara,1,Acting,西原久美子,1.2661
Liu Jiaxi,1,Acting,柳佳希,1.266
Charles Lin,2,Acting,林柏叡,1.266
Susumu Chiba,2,Acting,千葉進歩,1.266
Charlie McDermott,2,Acting,Charlie McDermott,1.2659
Reiko Yamaguchi,1,Acting,山口玲子,1.2657
Roma Maffia,1,Acting,Roma Maffia,1.2657
Miu Tomita,1,Acting,富田望生,1.2655
Ella Anderson,1,Acting,Ella Anderson,1.2654
Claudia Koll,1,Acting,Claudia Koll,1.2654
Nobutaka Masutomi,2,Acting,益富信孝,1.2653
Hirofumi Arai,2,Acting,新井浩文,1.2653
Lee Jung-hyun,1,Acting,이정현,1.2652
Kenji Kodama,2,Directing,こだま兼嗣,1.2652
Kobun Shizuno,2,Directing,静野孔文,1.2651
Anne Francis,1,Acting,Anne Francis,1.2651
Yang Shuo,2,Acting,杨烁,1.2649
Jean Gabin,2,Acting,Jean Gabin,1.2648
Mark Margolis,2,Acting,Mark Margolis,1.2647
Yojiro Takita,2,Directing,滝田洋二郎,1.2645
Rie Mimura,1,Acting,美村里江,1.2645
Asami Shimoda,1,Acting,下田麻美,1.2644
Alessandro Preziosi,2,Acting,Alessandro Preziosi,1.2644
Julian McMahon,2,Acting,Julian McMahon,1.2644
Mircea Monroe,1,Acting,Mircea Monroe,1.2642
Michaela Jill Murphy,1,Acting,Michaela Jill Murphy,1.2641
Kenjirou Ishimaru,2,Acting,石丸謙二郎,1.2641
Paul McCartney,2,Acting,Paul McCartney,1.2641
Marco Bocci,2,Acting,Marco Bocci,1.264
Jorma Taccone,2,Acting,Jorma Taccone,1.2639
Jason Lewis,2,Acting,Jason Lewis,1.2639
Hande Doğandemir,1,Acting,Hande Doğandemir,1.3214
Jill Hennessy,1,Acting,Jill Hennessy,1.2638
Daniel Hugh Kelly,2,Acting,Daniel Hugh Kelly,1.2638
Lee Won-jong,2,Acting,이원종,1.2634
Ryutaro Otomo,2,Acting,大友柳太朗,1.2634
Becki Newton,1,Acting,Becki Newton,1.2633
Li Guangjie,2,Acting,李光洁,1.2633
Lisa Rinna,1,Acting,Lisa Rinna,1.2633
Jonathan Kos-Read,2,Acting,曹操,1.2632
Go Riju,2,Acting,利重剛,1.263
Cameron Britton,2,Acting,Cameron Britton,1.2629
凪光,0,,凪光,1.2628
Kwon Yu-ri,1,Acting,권유리,1.2628
Jerome Flynn,2,Acting,Jerome Flynn,1.2628
Kamatari Fujiwara,2,Acting,藤原釜足,1.2628
Harry Holland,2,Acting,Harry Holland,1.2627
Hisako Tojo,1,Acting,東城日沙子,1.2625
Trevor Morgan,2,Acting,Trevor Morgan,1.2625
Isabel Gravitt,1,Acting,Isabel Gravitt,1.2624
Uhm Ji-won,1,Acting,엄지원,1.3339
Ineko Arima,1,Acting,有馬稲子,1.109
Robert F. Simon,2,Acting,Robert F. Simon,1.2434
Maxine Peake,1,Acting,Maxine Peake,1.0148
Go Riju,2,Acting,利重剛,1.263
Hugo Ng Doi-Yung,2,Acting,吳岱融,1.1855
John Mulaney,2,Acting,John Mulaney,1.399
Masako Natsume,1,Acting,夏目雅子,1.3833
Tomohisa Yamashita,2,Acting,山下 智久,1.2396
Cherrie Ying Choi-Yi,1,Acting,應采兒,1.2868
Qiao Shan,2,Acting,喬杉,1.4261
Taishi Nakagawa,2,Acting,中川大志,1.0922
Randeep Hooda,2,Acting,Randeep Hooda,1.1344
Kasumi Yamaya,1,Acting,山谷花純,1.2467
Miki Sugimoto,1,Acting,杉本美樹,1.2462
Arturo Castro,2,Acting,Arturo Castro,1.1567
Yui Koike,1,Acting,小池唯,1.1335
Wang Chengsi,2,Acting,Wang Chengsi,1.289
Ben Yuen Foo-Wah,2,Acting,袁富華,1.2739
Keisuke Horibe,2,Acting,堀部圭亮,1.2304
Divya Bharti,1,Acting,Divya Bharti,1.1881
Richard Burgi,2,Acting,Richard Burgi,1.1322
Mr. T,2,Acting,Mr. T,1.2335
David Lonsdale,2,Acting,David Lonsdale,1.9821
Qi Xi,1,Acting,齐溪,1.2024
Song Ha-yoon,1,Acting,송하윤,1.2456
Chun Wong,2,Acting,秦煌,1.5138
Junichi Sato,2,Directing,佐藤順一,1.2222
Kim Rossi Stuart,2,Acting,Kim Rossi Stuart,1.3725
Tom Arnold,2,Acting,Tom Arnold,1.2177
E.G. Marshall,2,Acting,E.G. Marshall,1.2451
Jackson Wang,2,Acting,王嘉爾,1.3588
Kimberly Dos Ramos,1,Acting,Kimberly Dos Ramos,1.3112
Shinsuke Sato,2,Directing,佐藤信介,1.1594
Phanuroj Chalermkijporntavee,2,Acting,ภานุโรจน์ เฉลิมกิจพรทวี,1.3776
Himika Akaneya,1,Acting,茜屋日海夏,1.2533
Takanori Hoshino,2,Acting,星野貴紀,1.3541
Tracy Spiridakos,1,Acting,Tracy Spiridakos,1.1737
Martin Cummins,2,Acting,Martin Cummins,0.9564
Kevin McNally,2,Acting,Kevin McNally,2.2545
Susan Blommaert,1,Acting,Susan Blommaert,1.2589
Liu Peiqi,2,Acting,刘佩琦,1.2587
Belle Delphine,1,Acting,Belle Delphine,1.2586
O'Shea Jackson Jr.,2,Acting,O'Shea Jackson Jr.,1.2586
Makoto Satō,2,Acting,佐藤允,1.2586
Magda Guzmán,1,Acting,Magda Guzmán,1.2584
Kate Siegel,1,Acting,Kate Siegel,1.2583
Irina Starshenbaum,1,Acting,Ирина Старшенбаум,1.2582
Laci J. Mailey,1,Acting,Laci J. Mailey,1.258
Tōru Abe,2,Acting,安部徹,1.258
Ben Daniels,2,Acting,Ben Daniels,1.258
Yoshito Yasuhara,2,Acting,安原義人,1.2579
Chris Messina,2,Acting,Chris Messina,1.2578
Joyce Jimenez,1,Acting,Joyce Jimenez,1.2577
Jonathan Scarfe,2,Acting,Jonathan Scarfe,1.2576
Paulina Gaitán,1,Acting,Paulina Gaitán,1.2576
Eylül Ersöz,1,Acting,Eylül Ersöz,1.2575
Christopher Lee,2,Acting,李銘順,1.2573
Anupama Parameswaran,1,Acting,Anupama Parameswaran,1.2572
Görkem Sevindik,2,Acting,Görkem Sevindik,1.2572
Hu Yixuan,1,Acting,胡意旋,1.2571
Tomoyuki Shimura,2,Acting,志村知幸,1.1835
Yusei Yagi,2,Acting,八木勇征,1.132
Ashley Roberts,1,Acting,Ashley Roberts,1.0265
Ric Roman Waugh,2,Directing,Ric Roman Waugh,1.1399
Yang Zishan,1,Acting,杨子姗,1.2225
温芮欣,1,Acting,温芮欣,1.5312
Susan George,1,Acting,Susan George,1.2921
Goro Miyazaki,2,Directing,宮崎吾朗,1.0157
Xing Zhaolin,2,Acting,邢昭林,1.1242
Sun Zhonghuai,2,Production,孙忠怀,1.2126
Stacy Martin,1,Acting,Stacy Martin,1.372
Saori Izawa,1,Acting,伊澤彩織,1.4108
Wu Xiubo,2,Acting,吴秀波,1.0886
Franco Lo Presti,2,Acting,Franco Lo Presti,1.3019
Dar Salim,2,Acting,Dar Salim,1.3172
Jerome Flynn,2,Acting,Jerome Flynn,1.2628
Larry Hagman,2,Acting,Larry Hagman,1.045
Francis Huster,2,Acting,Francis Huster,1.248
Ethan Coen,2,Writing,Ethan Coen,1.2051
Dar Salim,2,Acting,Dar Salim,1.3172
Jerome Flynn,2,Acting,Jerome Flynn,1.2628
Larry Hagman,2,Acting,Larry Hagman,1.045
Francis Huster,2,Acting,Francis Huster,1.248
Ethan Coen,2,Writing,Ethan Coen,1.2051
Mari Hoshino,1,Acting,星野真里,1.0109
Gaby Espino,1,Acting,Gaby Espino,1.2279
Shigeyasu Yamauchi,2,Directing,山内重保,1.1042
Leslie Caron,1,Acting,Leslie Caron,1.2322
Pisamai Vilaisak,1,Acting,พิศมัย วิไลศักดิ์,1.1177
William Sachs,2,Directing,William Sachs,1.2429
Park Ji-young,1,Acting,박지영,1.1433
Erica Dunton,1,Directing,Erica Dunton,1.5041
Ann Cusack,1,Acting,Ann Cusack,1.0447
Catherine Tate,1,Acting,Catherine Tate,1.2702
Hiroshi Masuoka,2,Acting,増岡弘,1.1611
Max Casella,2,Acting,Max Casella,1.0476
Ahmed Malek,2,Acting,أحمد مالك,1.0217
Joshua Malina,2,Acting,Joshua Malina,1.3163
Eli Roth,2,Directing,Eli Roth,1.7658
Majida Issa,1,Acting,Majida Issa,0.7982
Chae Jong-hyeop,2,Acting,채종협,1.2567
Riku Hagiwara,2,Acting,萩原利久,1.1632
Yoshihiro Nakamura,2,Directing,中村義洋,1.1247
Paul Le Mat,2,Acting,Paul Le Mat,1.5561
Stacey Farber,1,Acting,Stacey Farber,1.282
Kellie Martin,1,Acting,Kellie Martin,1.2169
Kaneto Shindō,2,Directing,新藤兼人,1.1282
Kang Ki-doong,2,Acting,강기둥,1.3023
Yasuzō Masumura,2,Directing,増村保造,1.2215
Hunter Hancock,2,Acting,Hunter Hancock,1.4212
Ashley French,1,Acting,Ashley French,1.3095
Anton Lesser,2,Acting,Anton Lesser,1.1585
Brett Tucker,2,Acting,Brett Tucker,1.1145
Yoshihiko Hosoda,2,Acting,細田善彦,1.1626
Ahmet Rıfat Şungar,2,Acting,Ahmet Rıfat Şungar,1.0408
Yoo In-young,1,Acting,유인영,1.0839
Kate Flannery,1,Acting,Kate Flannery,0.9197
Asuka Nishi,1,Acting,西明日香,1.185
Aneet Padda,1,Acting,अनीत पड्डा,1.3981
Paola Troncoso,1,Acting,Paola Troncoso,1.253
Paul Verhoeven,2,Directing,Paul Verhoeven,1.253
Jennifer Yu,1,Acting,余香凝,1.2529
Seamus Dever,2,Acting,Seamus Dever,1.2528
Kim Joong-hee,2,Acting,김중희,1.2527
Moe Sakura,1,Acting,佐倉萌,1.2527
Nijiko Kiyokawa,1,Acting,清川虹子,1.2527
Tom McGowan,2,Acting,Tom McGowan,1.2527
Hayato Sano,2,Acting,佐野勇斗,1.2526
Joo Hyun-young,1,Acting,주현영,1.2525
Satomi Tezuka,2,Acting,手塚理美,1.2525
Kaori Asada,1,Acting,麻田かおり,1.2524
Gaia Weiss,1,Acting,Gaia Weiss,1.2522
Kahyun Kim,1,Acting,Kahyun Kim,1.2518
Olwen Catherine Kelly,1,Acting,Olwen Catherine Kelly,1.2518
Harvey Weinstein,2,Production,Harvey Weinstein,1.2518
Junna Itō,1,Acting,伊藤純奈,1.2517
Kazuki Namioka,2,Acting,波岡一喜,1.2517
Rajendra Kumar,2,Acting,Rajendra Kumar,1.2514
Sean Simons,2,Acting,Sean Simons,1.2512
Sean Simons,2,Acting,Sean Simons,1.2512
Tatsumi Kumashiro,2,Directing,神代辰巳,1.2512
Zlatko Burić,2,Acting,Zlatko Burić,1.2512
Emily Beecham,1,Acting,Emily Beecham,1.2508
Phil Dunster,2,Acting,Phil Dunster,1.2507
Yuki Morinaga,2,Acting,森永悠希,1.2506
Hawick Lau Hau-Wai,2,Acting,劉愷威,1.2506
Tamao Nakamura,1,Acting,中村玉緒,1.2505
D. B. Sweeney,2,Acting,D. B. Sweeney,1.2505
Yan-Kay Crystal Lowe,1,Acting,Yan-Kay Crystal Lowe,1.2505
Craig Lamar Traylor,2,Acting,Craig Lamar Traylor,1.2502
Diana Dors,1,Acting,Diana Dors,1.2501
Jim Sturgess,2,Acting,Jim Sturgess,1.2501
Ha Joo-hee,1,Acting,하주희,1.25
Caterina Murino,1,Acting,Caterina Murino,1.25
Ryuzo Kikushima,2,Writing,菊島隆三,1.25
Meat Loaf,2,Acting,Meat Loaf,1.25
Laura Elphinstone,1,Acting,Laura Elphinstone,1.2498
Emily Brobst,1,Crew,Emily Brobst,1.2496
Miki Sakai,1,Acting,酒井美紀,1.2496
Wang Shih-sian,2,Acting,王識賢,1.1631
Mandy Chan Chi-Man,2,Acting,陳志文,1.17
Anders Holm,2,Acting,Anders Holm,1.0154
Sammy Hung Tin-Chiu,2,Acting,洪天照,1.3106
Keaton Yamada,2,Acting,キートン山田,1.1083
Vanessa Angel,1,Acting,Vanessa Angel,1.3027
Wu Nien-jen,2,Writing,吳念真,1.2402
Anna Nicole Smith,1,Acting,Anna Nicole Smith,1.026
Tony Ching Siu-Tung,2,Directing,程小東,1.6488
Ken Utsui,2,Acting,宇津井健,1.178
Barry Pepper,2,Acting,Barry Pepper,1.2673
Seo Young-hee,1,Acting,서영희,1.3289
Lisa Gilroy,1,Acting,Lisa Gilroy,1.2114
Minami Matsuzaka,1,Acting,Minami Matsuzaka,1.1916
Lysette Anthony,1,Acting,Lysette Anthony,1.0165
Roy Chiu,2,Acting,邱澤,1.1847
Jang Hyun-sung,2,Acting,장현성,1.3128
Tokuyoshi Kawashima,2,Acting,川島得愛,1.4214
Bess Armstrong,1,Acting,Bess Armstrong,1.1021
Lee Jun-hyeok,2,Acting,이준혁,1.2668
Bobby Deol,2,Acting,Bobby Deol,1.4286
Moisés Arias,2,Acting,Moisés Arias,1.3551
Park Kyung-hye,1,Acting,박경혜,1.3167
Juliano Cazarré,2,Acting,Juliano Cazarré,1.3034
Jay Renshaw,2,Acting,Jay Renshaw,1.245
Richard Riehle,2,Acting,Richard Riehle,1.3308
Jang Do-yeon,1,Acting,장도연,1.1127
Dimple Kapadia,1,Acting,Dimple Kapadia,1.2265
Alex D. Linz,2,Acting,Alex D. Linz,1.155
Deva Cassel,1,Acting,Deva Cassel,1.2885
Jessica Sula,1,Acting,Jessica Sula,1.4044
Lee Garlington,1,Acting,Lee Garlington,1.2059
Yoo Ha-bok,2,Acting,유하복,1.2217
Wrenn Schmidt,1,Acting,Wrenn Schmidt,1.3921
Lenny Henry,2,Acting,Lenny Henry,0.8433
Huangyang Tiantian,1,Acting,黄杨钿甜,1.4735
Jesse L. Martin,2,Acting,Jesse L. Martin,1.3764
Kaori Asada,1,Acting,麻田かおり,1.2524
Park Eun-hye,1,Acting,박은혜,1.4031
Huang Shengchi,2,Acting,黃聖池,1.3378
Huangyang Tiantian,1,Acting,黄杨钿甜,1.4735
Jesse L. Martin,2,Acting,Jesse L. Martin,1.3764
Kaori Asada,1,Acting,麻田かおり,1.2524
Park Eun-hye,1,Acting,박은혜,1.4031
Huang Shengchi,2,Acting,黃聖池,1.3378
Lee Sang-hee,1,Acting,이상희,1.1472
Vincent Kartheiser,2,Acting,Vincent Kartheiser,1.3678
Ward Bond,2,Acting,Ward Bond,1.3909
Sho Aikawa,2,Writing,會川昇,1.1854
Tom Sturridge,2,Acting,Tom Sturridge,1.1965
John Larroquette,2,Acting,John Larroquette,1.2275
Edward Chen,2,Acting,陳昊森,1.0611
Nick Smith,3,Acting,Nick Smith,1.2745
Özge Gürel,1,Acting,Özge Gürel,1.2591
Hironobu Nomura,2,Acting,野村宏伸,1.2709
Charlie McDermott,2,Acting,Charlie McDermott,1.2659
Shu Chang,1,Acting,Shu Chang,1.0801
Mike Flanagan,2,Directing,Mike Flanagan,1.1966
Alan Autry,2,Acting,Alan Autry,1.0818
Kinnosuke Nakamura,2,Acting,萬屋錦之介,1.2546
Debi Derryberry,1,Acting,Debi Derryberry,1.2453
Dominique Laffin,1,Acting,Dominique Laffin,1.2452
Michael Gandolfini,2,Acting,Michael Gandolfini,1.2451
E.G. Marshall,2,Acting,E.G. Marshall,1.2451
Anastasia Pantousi,1,Acting,Αναστασία Παντούση,1.245
Jay Renshaw,2,Acting,Jay Renshaw,1.245
Mary J. Blige,1,Acting,Mary J. Blige,1.245
Jimmy Warden,2,Writing,Jimmy Warden,1.2449
Ruriko Aoki,1,Acting,青木瑠璃子,1.2449
Kurt Fuller,2,Acting,Kurt Fuller,1.2449
Wakana Maruoka,1,Acting,丸岡和佳奈,1.2446
Jennifer Saunders,1,Acting,Jennifer Saunders,1.2446
Sun Yi,1,Acting,孙怡,1.2445
Paris Hilton,1,Acting,Paris Hilton,1.2444
Lena Gercke,1,Acting,Lena Gercke,1.2443
Jaclyn Smith,1,Acting,Jaclyn Smith,1.2442
Hari Nef,1,Acting,Hari Nef,1.2441
Yuko Fueki,1,Acting,笛木優子,1.2439
Eliza Coupe,1,Acting,Eliza Coupe,1.2439
