name,gender,known_for_department,original_name,popularity
Ren Jialun,2,Acting,任嘉伦,3.1238
Ding Yuxi,2,Acting,丁禹兮,3.1853
Patrick Wilson,2,Acting,Patrick Wilson,2.2865
Martin Freeman,2,Acting,Martin Freeman,2.6263
Marina Ruy Barbosa,1,Acting,Marina Ruy Barbosa,2.8806
Liam Hemsworth,2,Acting,Liam Hemsworth,2.9749
Rhea Seehorn,1,Acting,Rhea Seehorn,2.6829
Angela Morena,1,Acting,Angela Morena,2.7042
Donal Logue,2,Acting,Donal Logue,2.5719
Wu Jing,2,Acting,吴京,2.8271
Sarah Jessica Parker,1,Acting,Sarah Jessica Parker,3.3084
Ahmed El Awadi,2,Acting,أحمد العوضي,2.4981
Rashida Jones,1,Acting,Rashida Jones,2.9283
Aishwarya Rai Bachchan,1,Acting,Aishwarya Rai Bachchan,2.4417
John Copeman,0,Crew,John Copeman,1.1691
Ashley Judd,1,Acting,Ashley Judd,2.55
Luo Yunxi,2,Acting,罗云熙,2.5579
Cristin Milioti,1,Acting,Cristin Milioti,2.6848
Common,2,Acting,Common,2.6838
Ninh Dương Lan Ngọc,1,Acting,Ninh Dương Lan Ngọc,6.5732
Bill Pullman,2,Acting,Bill Pullman,2.8655
Julian Dennison,2,Acting,Julian Dennison,2.4719
Rhona Mitra,1,Acting,Rhona Mitra,2.6703
Yasuko Tomita,1,Acting,富田靖子,2.2982
Gugu Mbatha-Raw,1,Acting,Gugu Mbatha-Raw,2.9972
Guy Ritchie,2,Directing,Guy Ritchie,2.592
Kevin Alejandro,2,Acting,Kevin Alejandro,2.6511
Paty Cofré,1,Acting,Paty Cofré,1.4475
Melissa Roxburgh,1,Acting,Melissa Roxburgh,2.7135
Ricardo de Pascual,2,Acting,Ricardo de Pascual,2.0012
Daisuke Namikawa,2,Acting,浪川大輔,2.5821
Miyu Irino,2,Acting,入野自由,2.7184
Emile Hirsch,2,Acting,Emile Hirsch,2.717
Henry Winkler,2,Acting,Henry Winkler,2.7161
Rashmika Mandanna,1,Acting,Rashmika Mandanna,2.7154
Brittany Snow,1,Acting,Brittany Snow,2.7153
Lee Jung-jae,2,Acting,이정재,2.7149
Melinda Clarke,1,Acting,Melinda Clarke,2.7144
Maggie Gyllenhaal,1,Acting,Maggie Gyllenhaal,2.7144
Alison Brie,1,Acting,Alison Brie,2.7137
Melissa Roxburgh,1,Acting,Melissa Roxburgh,2.7135
Elit İşcan,1,Acting,Elit İşcan,2.7133
Ewa Piaskowska,1,Production,Ewa Piaskowska,2.7122
Merel Ek,1,Acting,Merel Ek,2.712
Tim Burton,2,Directing,Tim Burton,2.712
Tong Liya,1,Acting,佟丽娅,2.7117
Ellen Barkin,1,Acting,Ellen Barkin,2.7116
Kathleen Robertson,1,Acting,Kathleen Robertson,2.7114
Ceren Benderlioğlu,1,Acting,Ceren Benderlioğlu,2.7113
Jag Patel,2,Acting,Jag Patel,2.7098
Ginnifer Goodwin,1,Acting,Ginnifer Goodwin,2.7094
Ella Bruccoleri,1,Acting,Ella Bruccoleri,3.1547
Sue Prado,1,Acting,Sue Prado,2.1132
Chisato Kawamura,1,Acting,川村千里,2.749
Aika Yukihira,1,Acting,行平あい佳,2.5524
Ruby Rose,3,Acting,Ruby Rose,2.6605
Song Hye-kyo,1,Acting,송혜교,3.0559
Arnaldo Berríos,2,Acting,Arnaldo Berríos,2.7086
Palito Ortega,2,Acting,Palito Ortega,2.5656
Michelle Williams,1,Acting,Michelle Williams,2.8211
Laura Linney,1,Acting,Laura Linney,3.0401
Marina Zasimova,1,Acting,Marina Zasimova,2.8335
Troy Yorke,2,Acting,Troy Yorke,1.1041
Bruce Greenwood,2,Acting,Bruce Greenwood,3.3011
Waise Lee Chi-Hung,2,Acting,李子雄,2.4715
Josh O'Connor,2,Acting,Josh O'Connor,2.4025
Ryunosuke Kamiki,2,Acting,神木隆之介,2.4378
Gina Gershon,1,Acting,Gina Gershon,2.8848
Mélanie Laurent,1,Acting,Mélanie Laurent,2.5882
Isa Briones,1,Acting,Isa Briones,2.3463
Alyssa Milano,1,Acting,Alyssa Milano,2.4069
John David Washington,2,Acting,John David Washington,2.8264
Damson Idris,2,Acting,Damson Idris,2.8248
Suen Tong,1,Acting,宣彤,2.8248
Veronica Cartwright,1,Acting,Veronica Cartwright,2.0975
Ricky Gervais,2,Acting,Ricky Gervais,2.3106
Tatiana Maslany,1,Acting,Tatiana Maslany,2.8997
Lindsay Lohan,1,Acting,Lindsay Lohan,2.6853
Esra Bilgiç,1,Acting,Esra Bilgiç,2.8202
Gwendoline Christie,1,Acting,Gwendoline Christie,2.82
Gaten Matarazzo,2,Acting,Gaten Matarazzo,2.7796
Daniel Wu,2,Acting,吳彥祖,2.6719
Janet Leigh,1,Acting,Janet Leigh,2.7839
Sion Sono,2,Directing,園子温,2.7841
Hannah John-Kamen,1,Acting,Hannah John-Kamen,2.8183
Katey Sagal,1,Acting,Katey Sagal,2.7492
Alice Ozawa,1,Acting,小沢アリス,2.407
Deb Macatumpag,1,Crew,Deb Macatumpag,2.8169
Shun Oguri,2,Acting,小栗旬,2.7882
Rob Estes,2,Acting,Rob Estes,4.3507
Nobuo Tobita,2,Acting,飛田展男,2.2683
Melissa McCarthy,1,Acting,Melissa McCarthy,2.6973
Eric Schoonover,2,Art,Eric Schoonover,1.0859
Zhang Li,1,Acting,张俪,2.3465
Aimee Lou Wood,1,Acting,Aimee Lou Wood,2.6968
Esra Bilgiç,1,Acting,Esra Bilgiç,2.6968
Juliette Binoche,1,Acting,Juliette Binoche,2.6958
Jaden Smith,2,Acting,Jaden Smith,2.6954
Josephine Langford,1,Acting,Josephine Langford,2.6949
Tricia Helfer,1,Acting,Tricia Helfer,2.6938
Yuma Uchida,2,Acting,内田雄馬,2.6935
Isabelle Huppert,1,Acting,Isabelle Huppert,2.6933
Maggie Grace,1,Acting,Maggie Grace,2.6931
Deniz Işın,1,Acting,Deniz Işın,2.693
Joe Cole,2,Acting,Joe Cole,2.6924
Paul Newman,2,Acting,Paul Newman,2.6922
Elfriede Kuzmany,1,Acting,Elfriede Kuzmany,1.0616
Maya Hawke,1,Acting,Maya Hawke,2.9575
Cody Chhun,0,Acting,Cody Chhun,2.6901
Aming Sugandhi,2,Acting,Aming Sugandhi,2.6897
Sumire Uesaka,1,Acting,上坂すみれ,2.5507
Michelle Dockery,1,Acting,Michelle Dockery,2.4398
Bina Rai,1,Acting,Bina Rai,1.2495
Joe Cole,2,Acting,Joe Cole,2.6924
Kathy Bates,1,Acting,Kathy Bates,2.816
Zhang Xincheng,2,Acting,張新成,2.3801
Xia Meng,1,Acting,夏梦,2.3179
Son Ye-jin,1,Acting,손예진,2.5166
America Ferrera,1,Acting,America Ferrera,1.9989
Jean-Pierre Mocky,2,Directing,Jean-Pierre Mocky,2.4568
Aya Endo,1,Acting,遠藤綾,2.2418
Regina King,1,Acting,Regina King,13.8522
Kumi Takiuchi,1,Acting,瀧内公美,2.9789
Jessica Lange,1,Acting,Jessica Lange,2.1367
Michael Rooker,2,Acting,Michael Rooker,2.8367
Joel Brooks,2,Acting,Joel Brooks,1.7678
Miku Ito,1,Acting,伊藤美来,2.7895
Philip Hubert,0,Acting,Philip Hubert,1.0219
Carina Lau,1,Acting,劉嘉玲,2.3528
Constance Zimmer,1,Acting,Constance Zimmer,2.8196
Justin Hartley,2,Acting,Justin Hartley,2.6904
Justin Hartley,2,Acting,Justin Hartley,2.7871
Li Qin,1,Acting,李沁,2.7857
Daryl Hannah,1,Acting,Daryl Hannah,2.7854
Adel Emam,2,Acting,عادل إمام,2.785
Billy Zane,2,Acting,Billy Zane,2.7848
Kelly Connell,2,Acting,Kelly Connell,2.7843
Brittany Snow,1,Acting,Brittany Snow,2.7833
Christine Nguyen,1,Acting,Christine Nguyen,2.7828
Rachael Harris,1,Acting,Rachael Harris,2.7825
Cheryl Hines,1,Acting,Cheryl Hines,2.7817
Anthony Gilbert,0,Writing,Anthony Gilbert,2.7816
Amanda Peet,1,Acting,Amanda Peet,2.7813
Billy Burke,2,Acting,Billy Burke,2.7806
Jennifer Carpenter,1,Acting,Jennifer Carpenter,2.7785
Michael Stuhlbarg,2,Acting,Michael Stuhlbarg,2.7779
Elliott Woods,1,Acting,Elliott Woods,2.7775
Marcie Ulin,0,Writing,Marcie Ulin,2.7775
Charles Dance,2,Acting,Charles Dance,2.7774
Stephen Graham,2,Acting,Stephen Graham,2.7774
Kenta Miyake,2,Acting,三宅健太,2.7773
Sek Kin,2,Acting,石堅,2.7529
Michael Kloft,2,Directing,Michael Kloft,1.0662
Mayu Matsuoka,1,Acting,松岡茉優,2.4483
Yui Horie,1,Acting,堀江由衣,2.511
Narges Takesh,0,Writing,Narges Takesh,1.2071
Lee Sun-kyun,2,Acting,이선균,2.4314
Avantika,1,Acting,Avantika,3.3462
Patricia Heaton,1,Acting,Patricia Heaton,2.879
Franco Nero,2,Acting,Franco Nero,2.4558
Marina Inoue,1,Acting,井上麻里奈,2.4753
Emily Browning,1,Acting,Emily Browning,2.8229
Riteish Deshmukh,2,Acting,रितेश देशमुख,2.5129
Julianne Nicholson,1,Acting,Julianne Nicholson,2.5879
Francis Ford Coppola,2,Directing,Francis Ford Coppola,2.4561
Makoto Shinkai,2,Directing,新海誠,2.6726
Alfred Molina,2,Acting,Alfred Molina,2.4663
James Brolin,2,Acting,James Brolin,2.4636
Frances McDormand,1,Acting,Frances McDormand,2.5492
Emily Watson,1,Acting,Emily Watson,2.5579
Taketoshi Sado,0,Directing,Taketoshi Sado,1.1798
Alfred Molina,2,Acting,Alfred Molina,2.4663
James Brolin,2,Acting,James Brolin,2.4636
Frances McDormand,1,Acting,Frances McDormand,2.5492
Emily Watson,1,Acting,Emily Watson,2.5579
Taketoshi Sado,0,Directing,Taketoshi Sado,1.1798
Ian Weinreich,2,Writing,Ian Weinreich,1.0554
Shani Wallis,1,Acting,Shani Wallis,2.5883
Julian Harvey,0,Writing,Julian Harvey,1.02
Jack Reynor,2,Acting,Jack Reynor,2.2012
Aimee Garcia,1,Acting,Aimee Garcia,2.4587
Han So-hee,1,Acting,한소희,2.4096
Drew Gulak,2,Acting,Drew Gulak,1.0319
Park Ji-hyun,1,Acting,박지현,2.796
Anna Sawai,1,Acting,Anna Sawai,2.7042
Asami Seto,1,Acting,瀬戸麻沙美,2.2154
Elisabeth Moss,1,Acting,Elisabeth Moss,2.564
Alicia Vikander,1,Acting,Alicia Vikander,2.4504
Sam Levinson,2,Directing,Sam Levinson,2.7878
Miki Takakura,1,Acting,高倉美貴,2.4732
Ameara Lavey,1,Acting,Ameara Lavey,2.3729
Masako Nozawa,1,Acting,野沢雅子,2.5045
Ross Clydesdale,2,Production,Ross Clydesdale,1.1834
Steve Lee Ka-Ting,2,Acting,李家鼎,2.4085
Ang Lee,2,Directing,李安,2.53
Annie Shizuka Inoh,1,Acting,伊能靜,2.9567
Carlos Estrada,2,Acting,Carlos Estrada,1.3001
Lance Henriksen,2,Acting,Lance Henriksen,2.284
Li Yitong,1,Acting,李一桐,2.5543
Park Sung-woong,2,Acting,박성웅,2.3158
Nobunaga Shimazaki,2,Acting,島﨑信長,2.4101
Jared Padalecki,2,Acting,Jared Padalecki,2.577
Reg Glass,0,Crew,Reg Glass,0.9922
David Alpay,2,Acting,David Alpay,2.8581
David Zayas,2,Acting,David Zayas,2.741
Elizabeth Mitchell,1,Acting,Elizabeth Mitchell,2.3179
Joshua Jackson,2,Acting,Joshua Jackson,2.621
Cedric the Entertainer,2,Acting,Cedric the Entertainer,2.457
Yui Aragaki,1,Acting,新垣結衣,2.8453
Rose Leslie,1,Acting,Rose Leslie,2.6939
Ezra Dagan,2,Acting,Ezra Dagan,2.5903
Colin Tierney,2,Acting,Colin Tierney,2.8359
Mamoru Kambe,0,Creator,Mamoru Kambe,1.0068
Victoria Pedretti,1,Acting,Victoria Pedretti,2.5633
Sherilyn Fenn,1,Acting,Sherilyn Fenn,2.5658
Barry Wong Ping-Yiu,2,Writing,黃炳耀,2.4085
Élie Semoun,2,Acting,Élie Semoun,2.5876
Sonoya Mizuno,1,Acting,Sonoya Mizuno,2.8334
Melissa Moore,1,Acting,Melissa Moore,2.3198
Emmy Rossum,1,Acting,Emmy Rossum,2.8365
Nicole Sudhaus,0,Acting,Nicole Sudhaus,1.0483
Mallika Sherawat,1,Acting,Mallika Sherawat,2.3435
Aaron Ashmore,2,Acting,Aaron Ashmore,2.6877
Ray Liotta,2,Acting,Ray Liotta,2.4891
Denis Villeneuve,2,Directing,Denis Villeneuve,2.4218
Steve McLean,2,Directing,Steve McLean,1.0615
Genneya Walton,1,Acting,Genneya Walton,2.5748
Gong Li,1,Acting,巩俐,2.6147
Megumi Han,1,Acting,潘めぐみ,2.0495
Madeleine Lierck,1,Acting,Madeleine Lierck,2.5454
Dan Crinnion,2,Editing,Dan Crinnion,0.9965
Gong Li,1,Acting,巩俐,2.6147
Megumi Han,1,Acting,潘めぐみ,2.7162
Madeleine Lierck,1,Acting,Madeleine Lierck,2.5454
Dan Crinnion,2,Editing,Dan Crinnion,0.9965
Charmaine Sheh Sze-Man,1,Acting,佘詩曼,2.5603
Dane DeHaan,2,Acting,Dane DeHaan,2.0809
Hiroki Yasumoto,2,Acting,安元洋貴,2.6577
Melinda Clarke,1,Acting,Melinda Clarke,2.7144
Megan Boone,1,Acting,Megan Boone,2.8444
Guy Pearce,2,Acting,Guy Pearce,2.5647
Molly Ringwald,1,Acting,Molly Ringwald,2.5551
Ryoka Yuzuki,1,Acting,柚木涼香,2.2317
Lily-Rose Depp,1,Acting,Lily-Rose Depp,2.7112
Stacey Dash,1,Acting,Stacey Dash,2.2597
Jonathan Pryce,2,Acting,Jonathan Pryce,2.2732
Misaki Kuno,1,Acting,久野美咲,2.8172
Kon Ichikawa,2,Directing,市川崑,1.7378
Chen Haolan,1,Acting,陈昊蓝,2.6273
Anastasia Shestakova,1,Acting,Anastasia Shestakova,2.352
Demet Özdemir,1,Acting,Demet Özdemir,2.5098
Kajal Aggarwal,1,Acting,Kajal Agarwal,2.5895
Yuumi Kawai,1,Acting,河合優実,2.589
Rupert Grint,2,Acting,Rupert Grint,2.589
Shani Wallis,1,Acting,Shani Wallis,2.5883
Mélanie Laurent,1,Acting,Mélanie Laurent,2.5882
Elsie Kelly,1,Acting,Elsie Kelly,2.5881
Julianne Nicholson,1,Acting,Julianne Nicholson,2.5879
Élie Semoun,2,Acting,Élie Semoun,2.5876
Anna Torv,1,Acting,Anna Torv,2.5875
Johnny Dorelli,2,Acting,Johnny Dorelli,2.5874
Jing Tian,1,Acting,景甜,2.586
Jordan Peele,2,Acting,Jordan Peele,2.5854
Kenneth Tsang,2,Acting,曾江,2.5852
Akemi Okamura,1,Acting,岡村明美,2.5839
Satomi Oka,1,Acting,丘さとみ,2.5837
Daisuke Namikawa,2,Acting,浪川大輔,2.5821
Luke Thompson,2,Acting,Luke Thompson,2.5804
Hayat Kamille,1,Acting,Hayat Kamille,2.5801
Arnold Vosloo,2,Acting,Arnold Vosloo,2.5792
Peter Grönlund,2,Writing,Peter Grönlund,2.5789
Leo Woodall,2,Acting,Leo Woodall,2.7295
Niken Anjani,1,Acting,Niken Anjani,1.0671
Christopher Petrus,2,Editing,Christopher Petrus,1.0467
Tom Skerritt,2,Acting,Tom Skerritt,2.3505
Zdeněk Marek,2,Editing,Zdeněk Marek,1.0397
Sanaa Lathan,1,Acting,Sanaa Lathan,2.4306
Rhys Ifans,2,Acting,Rhys Ifans,2.2
Jon Voight,2,Acting,Jon Voight,2.4536
John Goodman,2,Acting,John Goodman,3.0327
Izabela Chojnacka,1,Acting,Izabela Chojnacka,1.2807
Kristin Scott Thomas,1,Acting,Kristin Scott Thomas,2.5023
Ed Skrein,2,Acting,Ed Skrein,2.539
Elfriede Kuzmany,1,Acting,Elfriede Kuzmany,1.0616
Chachi Hildén,1,Acting,Chachi Hildén,2.4757
Maya Hawke,1,Acting,Maya Hawke,2.9575
Iain Glen,2,Acting,Iain Glen,2.3588
Cody Chhun,0,Acting,Cody Chhun,2.6901
Ada Hermosa,1,Acting,Ada Hermosa,2.184
Anjali,1,Acting,Anjali,2.7739
Sumire Uesaka,1,Acting,上坂すみれ,2.5507
Ada Hermosa,1,Acting,Ada Hermosa,2.184
Anjali,1,Acting,Anjali,2.7739
Sumire Uesaka,1,Acting,上坂すみれ,2.5507
Park Min-young,1,Acting,박민영,2.694
David Dastmalchian,2,Acting,David Dastmalchian,2.6003
Lori Petty,1,Acting,Lori Petty,2.1916
Roland Varno,2,Acting,Roland Varno,1.0251
Maaya Sakamoto,1,Acting,坂本真綾,2.8894
Tong Liya,1,Acting,佟丽娅,2.7117
Aditya Roy Kapur,2,Acting,Aditya Roy Kapur,4.9896
Pooja Hegde,1,Acting,Pooja Hegde,2.0616
Xing Yu,2,Acting,释行宇,2.7404
Harvey Keitel,2,Acting,Harvey Keitel,2.4164
Takeshi Kitano,2,Directing,ビートたけし,2.9526
Cássia Kis,1,Acting,Cássia Kis,2.521
Paul Mescal,2,Acting,Paul Mescal,2.1544
James Earl Jones,2,Acting,James Earl Jones,2.7195
Emily Alatalo,1,Acting,Emily Alatalo,2.5462
Monika Baumgartner,1,Acting,Monika Baumgartner,1.396
Park Cho-hyeon,1,Acting,Park Cho-hyeon,2.6596
Wan Qian,1,Acting,万茜,2.6187
Tim Robbins,2,Acting,Tim Robbins,2.4694
Roh Yoon-seo,1,Acting,노윤서,2.4582
Remo Girone,2,Acting,Remo Girone,1.9787
Eva Amurri,1,Acting,Eva Amurri,2.3767
Go Ayano,2,Acting,綾野剛,2.7391
Courtney Eaton,1,Acting,Courtney Eaton,2.318
Yasushi Koshizaka,2,Directing,越坂康史,2.0921
Zoe Lister-Jones,1,Acting,Zoe Lister-Jones,2.5636
Miranda Cosgrove,1,Acting,Miranda Cosgrove,2.7394
Burak Deniz,2,Acting,Burak Deniz,2.3617
Yoo Sul-young,1,Acting,유설영,2.5923
Peyton List,1,Acting,Peyton List,2.9086
Yuu Asakawa,1,Acting,浅川悠,2.3339
Subaru Kimura,2,Acting,木村昴,2.4364
Jeon Yeo-been,1,Acting,전여빈,2.4421
Pradeep Ranganathan,2,Acting,Pradeep Ranganathan,2.4338
Barbara Eden,1,Acting,Barbara Eden,3.3408
Lizzy Caplan,1,Acting,Lizzy Caplan,2.6689
Li Keyi,1,Acting,李柯以,2.6454
William Smith,2,Sound,William Smith,1.03
Kaori Momoi,1,Acting,桃井かおり,2.2431
Val Kilmer,2,Acting,Val Kilmer,2.3808
Yuki Kazamatsuri,1,Acting,風祭ゆき,2.6044
Wi Ha-jun,2,Acting,위하준,2.6064
Joe Pantoliano,2,Acting,Joe Pantoliano,2.0657
Satomi Arai,1,Acting,新井里美,2.7674
Anushka Shetty,1,Acting,Anushka Shetty,2.3814
Li Yunrui,2,Acting,李昀锐,2.5486
Jeremy Allen White,2,Acting,Jeremy Allen White,2.4118
Aaron Eckhart,2,Acting,Aaron Eckhart,2.796
Takuya Maruyama,2,Directing,Takuya Maruyama,1.1611
Geoffrey Rush,2,Acting,Geoffrey Rush,2.167
Wendy Hallam Martin,1,Editing,Wendy Hallam Martin,1.0383
Graham Greene,2,Acting,Graham Greene,2.2644
Junya Enoki,2,Acting,榎木淳弥,2.5991
Laura Harrier,1,Acting,Laura Harrier,2.3144
Mamiko Noto,1,Acting,能登麻美子,2.7605
Chloe Van Landschoot,1,Acting,Chloe Van Landschoot,2.6523
Ben Whishaw,2,Acting,Ben Whishaw,2.4705
Amanda Righetti,1,Acting,Amanda Righetti,2.5377
Sarah Peters,1,Writing,Sarah Peters,1.0307
Yeon Hee,1,Acting,연희,2.368
Anne Heche,1,Acting,Anne Heche,2.536
Kerry Washington,1,Acting,Kerry Washington,2.5348
Alessia Sartor,1,Acting,Alessia Sartor,2.5343
Chris Leben,2,Acting,Chris Leben,2.5339
Cameron Monaghan,2,Acting,Cameron Monaghan,2.5337
Shemar Moore,2,Acting,Shemar Moore,2.5334
Park Jeong-min,2,Acting,박정민,2.5333
David Morse,2,Acting,David Morse,2.5332
Ui Mihara,1,Acting,三原羽衣,2.5148
Helen McCrory,1,Acting,Helen McCrory,2.5328
Karena Dawn,1,Acting,Karena Dawn,2.5317
Mari Yamamoto,1,Acting,Mari Yamamoto,2.5312
Steve Sanghyun Noh,2,Acting,노상현,2.2392
Eunice Black,1,Acting,Eunice Black,2.5305
Ang Lee,2,Directing,李安,2.53
Norika Fujiwara,1,Acting,藤原紀香,2.5288
Robert Ptáček,2,Production,Robert Ptáček,2.5285
Iain Armitage,2,Acting,Iain Armitage,2.7302
Song Yi,1,Acting,宋轶,2.2515
Avery Konrad,1,Acting,Avery Konrad,2.8108
Stockard Channing,1,Acting,Stockard Channing,2.485
Yu Menglong,2,Acting,于朦朧,2.493
Sunny Deol,2,Acting,Sunny Deol,2.4342
Martin Henderson,2,Acting,Martin Henderson,2.617
Federico Verardi,2,Camera,Federico Verardi,1.727
Alan Tudyk,2,Acting,Alan Tudyk,2.2798
Jamal Henderson,2,Acting,Jamal Henderson,1.2224
Adam Burr,2,Editing,Adam Burr,2.4358
John Cregan,2,Editing,John Cregan,1.0336
Henry Golding,2,Acting,Henry Golding,2.7438
Amie Donald,1,Acting,Amie Donald,2.3406
Damian Lewis,2,Acting,Damian Lewis,2.3587
Theodora Remundová,1,Directing,Theodora Remundová,1.0118
Helen McCrory,1,Acting,Helen McCrory,2.5328
Olivia Cooke,1,Acting,Olivia Cooke,2.39
Lee You-mi,1,Acting,이유미,2.2729
Sarah Paulson,1,Acting,Sarah Paulson,2.2824
Tatsuya Fujiwara,2,Acting,藤原竜也,2.4985
Filippo Bisciglia,2,Acting,Filippo Bisciglia,2.4981
Ahmed El Awadi,2,Acting,أحمد العوضي,2.4981
Wil Aime,0,Writing,Wil Aime,2.4979
Nick Kroll,2,Acting,Nick Kroll,2.497
Rosamund Kwan Chi-Lam,1,Acting,關之琳,2.4954
David Donham,0,Acting,David Donham,2.4953
Shawn Levy,2,Directing,Shawn Levy,2.495
Jeri Ryan,1,Acting,Jeri Ryan,2.4947
Alexander Dreymon,2,Acting,Alexander Dreymon,2.4945
Wataru Takagi,2,Acting,高木渉,2.494
Ha Jung-woo,2,Acting,하정우,2.494
Freya Allan,1,Acting,Freya Allan,2.493
Yu Menglong,2,Acting,于朦朧,2.493
Rachael Leigh Cook,1,Acting,Rachael Leigh Cook,2.4929
Logan Lerman,2,Acting,Logan Lerman,2.4927
Nancy Carroll,1,Acting,Nancy Carroll,2.4925
Jackie Earle Haley,2,Acting,Jackie Earle Haley,2.492
Gong Seung-yeon,1,Acting,공승연,2.4918
Tom Kenny,2,Acting,Tom Kenny,2.4909
Konomi Kohara,1,Acting,小原好美,2.4533
Nimrat Kaur,1,Acting,Nimrat Kaur,2.2476
Eugenio Derbez,2,Acting,Eugenio Derbez,2.68
Shawn Levy,2,Directing,Shawn Levy,2.495
Satsuki Yukino,1,Acting,ゆきのさつき,2.5133
Terry Crews,2,Acting,Terry Crews,2.5247
Kang Mi-na,1,Acting,강미나,2.77
Ryan Hurst,2,Acting,Ryan Hurst,2.3887
Martin Henderson,2,Acting,Martin Henderson,2.617
Jake Weber,2,Acting,Jake Weber,2.6489
Peter Sarsgaard,2,Acting,Peter Sarsgaard,2.1841
Fumihiko Tachiki,2,Acting,立木文彦,2.4798
Kelly Brook,1,Acting,Kelly Brook,2.5277
John Schneider,2,Acting,John Schneider,2.0925
Rob Reiner,2,Directing,Rob Reiner,2.4656
An-Ni,0,Acting,An-Ni,0.9325
Lucas Mongenie,2,Acting,Lucas Mongenie,0.9923
Shabana Azmi,1,Acting,शबाना आज़मी,2.5256
Wang Anyu,2,Acting,王安宇,3.1816
Daniel Kaluuya,2,Acting,Daniel Kaluuya,2.7065
Wil Aime,0,Writing,Wil Aime,2.4979
Li Peien,2,Acting,李沛恩,2.3368
Nick Kroll,2,Acting,Nick Kroll,2.497
Rosamund Kwan Chi-Lam,1,Acting,關之琳,2.4954
David Donham,0,Acting,David Donham,2.4953
Shawn Levy,2,Directing,Shawn Levy,2.495
Wataru Takagi,2,Acting,高木渉,2.494
Ha Jung-woo,2,Acting,하정우,2.494
Michelle Randolph,1,Acting,Michelle Randolph,2.0225
Freya Allan,1,Acting,Freya Allan,2.493
Yu Menglong,2,Acting,于朦朧,2.493
Rachael Leigh Cook,1,Acting,Rachael Leigh Cook,2.4929
Logan Lerman,2,Acting,Logan Lerman,2.4927
Nancy Carroll,1,Acting,Nancy Carroll,2.4925
Daiki Yamashita,2,Acting,山下大輝,2.1202
Jackie Earle Haley,2,Acting,Jackie Earle Haley,2.492
Gong Seung-yeon,1,Acting,공승연,2.4918
Tom Kenny,2,Acting,Tom Kenny,2.4909
Abigail Tucker,0,Production,Abigail Tucker,2.3676
Ray Liotta,2,Acting,Ray Liotta,2.4891
Iazua Larios,1,Acting,Iazua Larios,2.2037
M. Night Shyamalan,2,Directing,M. Night Shyamalan,2.2762
Rie Tanaka,1,Acting,田中理恵,2.5739
Rina Sato,1,Acting,佐藤利奈,2.1942
Liu Tao,1,Acting,刘涛,2.1359
Omar Epps,2,Acting,Omar Epps,2.249
Noel Fisher,2,Acting,Noel Fisher,2.7035
Yu Chengen,2,Acting,余承恩,2.3447
Yumika Hayashi,1,Acting,林由美香,2.059
Jyothika,1,Acting,Jyothika,2.643
Norika Fujiwara,1,Acting,藤原紀香,2.5288
Aya Yonekura,1,Acting,米倉あや,2.5103
Ah Reum,1,Acting,Ah Reum,3.2173
Yuliya Dzhulai,1,Acting,Юлия Джулай,1.7206
Kyra Sedgwick,1,Acting,Kyra Sedgwick,2.1427
Miguel Mihura,2,Writing,Miguel Mihura,1.0065
Nastassja Kinski,1,Acting,Nastassja Kinski,2.4849
Diane Keaton,1,Acting,Diane Keaton,2.2782
Chuck Norris,2,Acting,Chuck Norris,2.3481
Huh Joon-ho,2,Acting,허준호,2.8163
Christian Convery,2,Acting,Christian Convery,1.9759
Eric Aronson,2,Writing,Eric Aronson,0.9359
Madeleine Lierck,1,Acting,Madeleine Lierck,2.5454
Sílvia Munt,1,Acting,Sílvia Munt,0.9922
Ray Lui,2,Acting,呂良偉,2.2051
Koki Uchiyama,2,Acting,内山昂輝,2.5476
Miwako Kakei,1,Acting,筧美和子,2.4784
Takeo Otsuka,2,Acting,大塚剛央,2.5808
Inori Minase,1,Acting,水瀬いのり,2.4264
Alice Braga,1,Acting,Alice Braga,2.5419
Gregory Smith,2,Acting,Gregory Smith,2.5415
Tim Allen,2,Acting,Tim Allen,2.5406
Martin Sheen,2,Acting,Martin Sheen,2.5406
Erina Miyai,1,Acting,宮井えりな,2.3044
Tyler Scherer,2,Acting,Tyler Scherer,2.2569
Grace Van Patten,1,Acting,Grace Van Patten,2.5397
Ryota Suzuki,2,Acting,鈴木崚汰,2.1806
Vasily Stepanov,2,Acting,Василий Степанов,2.2836
Djimon Hounsou,2,Acting,Djimon Hounsou,2.5385
Ariana Greenblatt,1,Acting,Ariana Greenblatt,2.4053
Yoon Sul-hee,1,Acting,윤설희,2.3645
Gladys Unger,1,Writing,Gladys Unger,1.0319
Ti Lung,2,Acting,狄龍,2.6405
Catherine Bell,1,Acting,Catherine Bell,2.5916
Jeff Bennett,2,Acting,Jeff Bennett,2.733
Sutton Foster,1,Acting,Sutton Foster,2.5182
Selahattin Paşalı,2,Acting,Selahattin Paşalı,2.1701
James Woods,2,Acting,James Woods,2.4476
Koji Yakusho,2,Acting,役所広司,2.4784
Hannah Anaya,1,Editing,Hannah Anaya,0.9108
Suzanne McCormack,1,Production,Suzanne McCormack,0.9694
David Schwimmer,2,Acting,David Schwimmer,2.2061
Charlie Sheen,2,Acting,Charlie Sheen,2.3164
